Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
6384	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	R5C1	2006-12-08 14:24:24.0	2006-12-08 14:24:34.0	2006-12-08 14:28:08.0	2006-12-08 14:28:08.0	92		92	0	5	1	1	Entering a given	246
6385	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	R5C2	2006-12-08 14:28:08.0	2006-12-08 14:28:09.0	2006-12-08 14:28:09.0	2006-12-08 14:28:09.0	1	1		1	0	0	1	Find Y, any form	165
6386	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	YLabel	2006-12-08 14:28:09.0	2006-12-08 14:28:20.0	2006-12-08 14:28:20.0	2006-12-08 14:28:20.0	11	11		1	0	0	1	Labelling the axes	25
6387	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	YUnit	2006-12-08 14:28:20.0	2006-12-08 14:28:24.0	2006-12-08 14:28:24.0	2006-12-08 14:28:24.0	4	4		1	0	0	1		
6388	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	XLabel	2006-12-08 14:28:24.0	2006-12-08 14:28:54.0	2006-12-08 14:28:54.0	2006-12-08 14:28:54.0	30	30		1	0	0	1		
6389	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	xMin	2006-12-08 14:28:54.0	2006-12-08 14:29:06.0	2006-12-08 14:29:06.0	2006-12-08 14:29:06.0	12	12		1	0	0	1	Changing axis bounds	84
6390	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	xMax	2006-12-08 14:29:06.0	2006-12-08 14:29:11.0	2006-12-08 14:29:22.0	2006-12-08 14:29:22.0	16		16	0	1	0	1	Changing axis bounds	85
6391	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	xScale	2006-12-08 14:29:22.0	2006-12-08 14:29:25.0	2006-12-08 14:29:25.0	2006-12-08 14:29:25.0	3	3		1	0	0	1	Changing axis intervals	46
6392	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	yMin	2006-12-08 14:29:25.0	2006-12-08 14:29:34.0	2006-12-08 14:29:34.0	2006-12-08 14:29:34.0	9	9		1	0	0	1	Changing axis bounds	86
6393	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	yMax	2006-12-08 14:29:34.0	2006-12-08 14:29:38.0	2006-12-08 14:29:38.0	2006-12-08 14:29:38.0	4	4		1	0	0	1	Changing axis bounds	87
6394	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	yScale	2006-12-08 14:29:38.0	2006-12-08 14:29:41.0	2006-12-08 14:29:44.0	2006-12-08 14:29:44.0	6		6	0	1	0	1	Changing axis intervals	47
6395	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1AddPoint1	2006-12-08 14:29:44.0	2006-12-08 14:29:50.0	2006-12-08 14:29:50.0	2006-12-08 14:29:50.0	6	6		1	0	0	1		
6396	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1PlotPoint1	2006-12-08 14:29:50.0	2006-12-08 14:30:03.0	2006-12-08 14:30:03.0	2006-12-08 14:30:03.0	13	13		1	0	0	1	Correctly placing points	98
6397	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1AddPoint2	2006-12-08 14:30:03.0	2006-12-08 14:30:04.0	2006-12-08 14:30:04.0	2006-12-08 14:30:04.0	1	1		1	0	0	1		
6398	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1PlotPoint2	2006-12-08 14:30:04.0	2006-12-08 14:30:07.0	2006-12-08 14:30:07.0	2006-12-08 14:30:07.0	3	3		1	0	0	1	Correctly placing points	99
6399	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1AddPoint3	2006-12-08 14:30:07.0	2006-12-08 14:30:09.0	2006-12-08 14:30:09.0	2006-12-08 14:30:09.0	2	2		1	0	0	1		
6400	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1PlotPoint3	2006-12-08 14:30:09.0	2006-12-08 14:30:15.0	2006-12-08 14:30:15.0	2006-12-08 14:30:15.0	6	6		1	0	0	1	Correctly placing points	100
6401	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1AddPoint4	2006-12-08 14:30:15.0	2006-12-08 14:30:17.0	2006-12-08 14:30:17.0	2006-12-08 14:30:17.0	2	2		1	0	0	1		
6402	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1PlotPoint4	2006-12-08 14:30:17.0	2006-12-08 14:30:19.0	2006-12-08 14:30:19.0	2006-12-08 14:30:19.0	2	2		1	0	0	1	Correctly placing points	101
6403	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1AddPoint5	2006-12-08 14:30:19.0	2006-12-08 14:30:21.0	2006-12-08 14:30:21.0	2006-12-08 14:30:21.0	2	2		1	0	0	1		
6404	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1PlotPoint5	2006-12-08 14:30:21.0	2006-12-08 14:30:22.0	2006-12-08 14:30:22.0	2006-12-08 14:30:22.0	1	1		1	0	0	1	Correctly placing points	102
6405	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB06	1	Series1AddCurve	2006-12-08 14:30:22.0	2006-12-08 14:30:23.0	2006-12-08 14:30:23.0	2006-12-08 14:30:23.0	1	1		1	0	0	1		
6406	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	2	R1C1	2006-12-08 14:30:26.0	2006-12-08 14:30:27.0	2006-12-08 14:30:27.0	2006-12-08 14:30:27.0	0.25	0.25		1	0	0	1		
6407	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	2	R1C2	2006-12-08 14:30:26.0	2006-12-08 14:30:27.0	2006-12-08 14:30:27.0	2006-12-08 14:30:27.0	0.25	0.25		1	0	0	1		
6408	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	2	YLabel	2006-12-08 14:30:26.0	2006-12-08 14:30:27.0	2006-12-08 14:30:27.0	2006-12-08 14:30:27.0	0.25	0.25		1	0	0	1	Labelling the axes	26
6409	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	2	XLabel	2006-12-08 14:30:26.0	2006-12-08 14:30:27.0	2006-12-08 14:30:27.0	2006-12-08 14:30:27.0	0.25	0.25		1	0	0	1		
6410	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R2C1	2006-12-11 14:09:48.0	2006-12-11 14:10:12.0	2006-12-11 14:10:29.0	2006-12-11 14:10:29.0	41		41	0	1	0	1	Identifying units	95
6411	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R2C2	2006-12-11 14:10:29.0	2006-12-11 14:10:50.0	2006-12-11 14:10:50.0	2006-12-11 14:10:50.0	21	21		1	0	0	1	Identifying units	96
6412	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R3C1	2006-12-11 14:10:50.0	2006-12-11 14:10:56.0	2006-12-11 14:10:56.0	2006-12-11 14:10:56.0	6	6		1	0	0	1	Define Variable	68
6413	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R3C2	2006-12-11 14:10:56.0	2006-12-11 14:11:29.0	2006-12-11 14:11:50.0	2006-12-11 14:11:50.0	54		54	0	1	0	1	Write expression, any form	68
6414	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R4C1	2006-12-11 14:11:50.0	2006-12-11 14:11:57.0	2006-12-11 14:11:57.0	2006-12-11 14:11:57.0	3.5	3.5		1	0	0	1	Entering a given	247
6415	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R4C2	2006-12-11 14:11:50.0	2006-12-11 14:11:57.0	2006-12-11 14:11:57.0	2006-12-11 14:11:57.0	3.5	3.5		1	0	0	1	Find Y, any form	166
6416	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R5C1	2006-12-11 14:11:57.0	2006-12-11 14:12:02.0	2006-12-11 14:12:02.0	2006-12-11 14:12:02.0	2.5	2.5		1	0	0	1	Entering a given	248
6417	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R5C2	2006-12-11 14:11:57.0	2006-12-11 14:12:02.0	2006-12-11 14:12:02.0	2006-12-11 14:12:02.0	2.5	2.5		1	0	0	1	Find Y, any form	167
6418	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R6C1	2006-12-11 14:12:02.0	2006-12-11 14:12:06.0	2006-12-11 14:12:06.0	2006-12-11 14:12:06.0	2	2		1	0	0	1	Entering a given	249
6419	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R6C2	2006-12-11 14:12:02.0	2006-12-11 14:12:06.0	2006-12-11 14:12:06.0	2006-12-11 14:12:06.0	2	2		1	0	0	1	Find Y, any form	168
6420	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R7C2	2006-12-11 14:12:11.0	2006-12-11 14:12:15.0	2006-12-11 14:12:15.0	2006-12-11 14:12:15.0	4	4		1	0	0	1	Entering a given	250
6421	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	yMax	2006-12-11 14:12:15.0	2006-12-11 14:12:45.0	2006-12-11 14:12:45.0	2006-12-11 14:12:45.0	30	30		1	0	0	1	Changing axis bounds	88
6422	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	xMin	2006-12-11 14:12:45.0	2006-12-11 14:12:47.0	2006-12-11 14:12:47.0	2006-12-11 14:12:47.0	2	2		1	0	0	1	Changing axis bounds	89
6423	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	xMax	2006-12-11 14:12:47.0	2006-12-11 14:12:53.0	2006-12-11 14:12:53.0	2006-12-11 14:12:53.0	6	6		1	0	0	1	Changing axis bounds	90
6424	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	xScale	2006-12-11 14:12:53.0	2006-12-11 14:12:55.0	2006-12-11 14:12:55.0	2006-12-11 14:13:12.0	13	13		1	0	0	5	Changing axis intervals	48
6425	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	yScale	2006-12-11 14:13:01.0	2006-12-11 14:13:04.0	2006-12-11 14:13:04.0	2006-12-11 14:13:07.0	6	6		1	0	0	2	Changing axis intervals	49
6426	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1AddPoint1	2006-12-11 14:13:12.0	2006-12-11 14:13:16.0	2006-12-11 14:13:16.0	2006-12-11 14:13:16.0	4	4		1	0	0	1		
6427	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1PlotPoint1	2006-12-11 14:13:16.0	2006-12-11 14:13:29.0	2006-12-11 14:13:29.0	2006-12-11 14:13:29.0	13	13		1	0	0	1	Correctly placing points	103
6428	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1AddPoint2	2006-12-11 14:13:29.0	2006-12-11 14:13:30.0	2006-12-11 14:13:30.0	2006-12-11 14:13:30.0	1	1		1	0	0	1		
6429	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1PlotPoint2	2006-12-11 14:13:30.0	2006-12-11 14:13:33.0	2006-12-11 14:13:33.0	2006-12-11 14:13:33.0	3	3		1	0	0	1	Correctly placing points	104
6430	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1AddPoint3	2006-12-11 14:13:33.0	2006-12-11 14:13:34.0	2006-12-11 14:13:34.0	2006-12-11 14:13:34.0	1	1		1	0	0	1		
6431	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1PlotPoint3	2006-12-11 14:13:34.0	2006-12-11 14:13:41.0	2006-12-11 14:13:45.0	2006-12-11 14:13:45.0	11		11	0	1	0	1	Correctly placing points	105
6432	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1AddCurve	2006-12-11 14:13:45.0	2006-12-11 14:13:49.0	2006-12-11 14:13:49.0	2006-12-11 14:13:49.0	4	4		1	0	0	1		
6433	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	GeneralHelpGoalNode	2006-12-11 14:14:44.0	2006-12-11 14:14:51.0		2006-12-11 14:15:00.0	16		16	0	0	0	0		
6434	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	R7C1	2006-12-11 14:12:06.0	2006-12-11 14:12:11.0	2006-12-11 14:15:52.0	2006-12-11 14:15:52.0	112		112	0	6	2	1	Find X, any form	84
6435	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1AddPoint4	2006-12-11 14:15:52.0	2006-12-11 14:15:54.0	2006-12-11 14:15:54.0	2006-12-11 14:15:54.0	2	2		1	0	0	1		
6436	3cjD21W	Unit CTA1_06, Section CTA1_06-3	FOR05	1	Series1PlotPoint4	2006-12-11 14:15:54.0	2006-12-11 14:16:00.0	2006-12-11 14:16:00.0	2006-12-11 14:16:00.0	6	6		1	0	0	1	Correctly placing points	106
6437	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R1C1	2006-12-11 14:16:04.0	2006-12-11 14:16:40.0	2006-12-11 14:16:40.0	2006-12-11 14:16:40.0	18	18		1	0	0	1		
6438	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R2C1	2006-12-11 14:16:04.0	2006-12-11 14:16:40.0	2006-12-11 14:16:40.0	2006-12-11 14:16:40.0	18	18		1	0	0	1		
6439	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R1C2	2006-12-11 14:16:40.0	2006-12-11 14:16:57.0	2006-12-11 14:16:57.0	2006-12-11 14:16:57.0	17	17		1	0	0	1		
6440	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R2C2	2006-12-11 14:16:57.0	2006-12-11 14:17:01.0	2006-12-11 14:17:01.0	2006-12-11 14:17:01.0	4	4		1	0	0	1	Identifying units	97
6441	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R3C1	2006-12-11 14:17:01.0	2006-12-11 14:17:04.0	2006-12-11 14:17:04.0	2006-12-11 14:17:04.0	3	3		1	0	0	1	Define Variable	69
6442	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R3C2	2006-12-11 14:17:04.0	2006-12-11 14:17:52.0	2006-12-11 14:17:52.0	2006-12-11 14:17:52.0	48	48		1	0	0	1	Write expression, any form	69
6443	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R4C1	2006-12-11 14:17:52.0	2006-12-11 14:17:58.0	2006-12-11 14:17:58.0	2006-12-11 14:17:58.0	3	3		1	0	0	1	Entering a given	251
6444	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R4C2	2006-12-11 14:17:52.0	2006-12-11 14:17:58.0	2006-12-11 14:17:58.0	2006-12-11 14:17:58.0	3	3		1	0	0	1	Find Y, any form	169
6445	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R5C1	2006-12-11 14:17:58.0	2006-12-11 14:18:03.0	2006-12-11 14:18:03.0	2006-12-11 14:18:03.0	2.5	2.5		1	0	0	1	Entering a given	252
6446	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R5C2	2006-12-11 14:17:58.0	2006-12-11 14:18:03.0	2006-12-11 14:18:03.0	2006-12-11 14:18:03.0	2.5	2.5		1	0	0	1	Find Y, any form	170
6447	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R6C2	2006-12-11 14:18:03.0	2006-12-11 14:18:11.0	2006-12-11 14:18:11.0	2006-12-11 14:18:11.0	8	8		1	0	0	1	Find Y, any form	171
6448	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R7C2	2006-12-11 14:18:11.0	2006-12-11 14:18:22.0	2006-12-11 14:18:22.0	2006-12-11 14:18:22.0	11	11		1	0	0	1	Entering a given	253
6449	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R6C1	2006-12-11 14:18:22.0	2006-12-11 14:18:48.0	2006-12-11 14:18:48.0	2006-12-11 14:18:48.0	26	26		1	0	0	1	Entering a given	254
6450	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	R7C1	2006-12-11 14:18:48.0	2006-12-11 14:19:05.0	2006-12-11 14:19:05.0	2006-12-11 14:19:05.0	17	17		1	0	0	1	Find X, any form	85
6451	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	YLabel	2006-12-11 14:19:05.0	2006-12-11 14:19:16.0	2006-12-11 14:19:16.0	2006-12-11 14:19:16.0	11	11		1	0	0	1	Labelling the axes	27
6452	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	YUnit	2006-12-11 14:19:16.0	2006-12-11 14:19:19.0	2006-12-11 14:19:19.0	2006-12-11 14:19:19.0	3	3		1	0	0	1		
6453	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	XLabel	2006-12-11 14:19:19.0	2006-12-11 14:19:31.0	2006-12-11 14:19:31.0	2006-12-11 14:19:31.0	12	12		1	0	0	1		
6454	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	yMax	2006-12-11 14:19:31.0	2006-12-11 14:19:38.0	2006-12-11 14:19:38.0	2006-12-11 14:19:38.0	7	7		1	0	0	1	Changing axis bounds	91
6455	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	xMax	2006-12-11 14:19:38.0	2006-12-11 14:19:43.0	2006-12-11 14:19:43.0	2006-12-11 14:19:43.0	5	5		1	0	0	1	Changing axis bounds	92
6456	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	xScale	2006-12-11 14:19:43.0	2006-12-11 14:19:45.0	2006-12-11 14:19:45.0	2006-12-11 14:20:43.0	21	21		1	0	0	5	Changing axis intervals	50
6457	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	yScale	2006-12-11 14:19:45.0	2006-12-11 14:19:47.0	2006-12-11 14:19:47.0	2006-12-11 14:20:00.0	15	15		1	0	0	5	Changing axis intervals	51
6458	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1AddPoint1	2006-12-11 14:20:00.0	2006-12-11 14:20:08.0	2006-12-11 14:20:08.0	2006-12-11 14:20:08.0	8	8		1	0	0	1		
6459	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1PlotPoint1	2006-12-11 14:20:08.0	2006-12-11 14:20:24.0	2006-12-11 14:20:24.0	2006-12-11 14:20:24.0	16	16		1	0	0	1	Correctly placing points	107
6460	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1AddPoint2	2006-12-11 14:20:43.0	2006-12-11 14:20:47.0	2006-12-11 14:20:47.0	2006-12-11 14:20:47.0	4	4		1	0	0	1		
6461	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1PlotPoint2	2006-12-11 14:20:47.0	2006-12-11 14:20:59.0	2006-12-11 14:20:59.0	2006-12-11 14:20:59.0	12	12		1	0	0	1	Correctly placing points	108
6462	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1AddPoint3	2006-12-11 14:20:59.0	2006-12-11 14:21:00.0	2006-12-11 14:21:00.0	2006-12-11 14:21:00.0	1	1		1	0	0	1		
6463	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1PlotPoint3	2006-12-11 14:21:00.0	2006-12-11 14:21:18.0	2006-12-11 14:21:18.0	2006-12-11 14:21:18.0	18	18		1	0	0	1	Correctly placing points	109
6464	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1AddPoint4	2006-12-11 14:21:18.0	2006-12-11 14:21:19.0	2006-12-11 14:21:19.0	2006-12-11 14:21:19.0	1	1		1	0	0	1		
6465	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	GeneralHelpGoalNode	2006-12-11 14:21:53.0	2006-12-11 14:21:55.0		2006-12-11 14:21:55.0	2		2	0	0	0	0		
6466	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1PlotPoint4	2006-12-11 14:21:19.0	2006-12-11 14:21:31.0	2006-12-11 14:22:12.0	2006-12-11 14:22:12.0	51		51	0	6	1	1	Correctly placing points	110
6467	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB18	1	Series1AddCurve	2006-12-11 14:22:12.0	2006-12-11 14:22:15.0	2006-12-11 14:22:15.0	2006-12-11 14:22:15.0	3	3		1	0	0	1		
6468	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R1C1	2006-12-11 14:22:18.0	2006-12-11 14:22:48.0	2006-12-11 14:22:48.0	2006-12-11 14:22:48.0	15	15		1	0	0	1		
6469	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R2C1	2006-12-11 14:22:18.0	2006-12-11 14:22:48.0	2006-12-11 14:22:48.0	2006-12-11 14:22:48.0	15	15		1	0	0	1		
6470	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R1C2	2006-12-11 14:22:48.0	2006-12-11 14:23:05.0	2006-12-11 14:23:05.0	2006-12-11 14:23:05.0	17	17		1	0	0	1		
6471	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R2C2	2006-12-11 14:23:05.0	2006-12-11 14:23:09.0	2006-12-11 14:23:09.0	2006-12-11 14:23:09.0	4	4		1	0	0	1	Identifying units	98
6472	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R3C1	2006-12-11 14:23:09.0	2006-12-11 14:23:13.0	2006-12-11 14:23:13.0	2006-12-11 14:23:13.0	4	4		1	0	0	1	Define Variable	70
6473	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R3C2	2006-12-11 14:23:13.0	2006-12-11 14:24:55.0	2006-12-11 14:26:33.0	2006-12-11 14:26:33.0	191		191	0	5	1	1	Write expression, any form	70
6474	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R4C1	2006-12-11 14:26:33.0	2006-12-11 14:26:38.0	2006-12-11 14:26:38.0	2006-12-11 14:26:38.0	5	5		1	0	0	1	Entering a given	255
6475	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R4C2	2006-12-11 14:26:38.0	2006-12-11 14:26:39.0	2006-12-11 14:26:39.0	2006-12-11 14:26:39.0	1	1		1	0	0	1	Find Y, any form	172
6476	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R5C1	2006-12-11 14:26:39.0	2006-12-11 14:26:43.0	2006-12-11 14:26:43.0	2006-12-11 14:26:43.0	2	2		1	0	0	1	Entering a given	256
6477	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R5C2	2006-12-11 14:26:39.0	2006-12-11 14:26:43.0	2006-12-11 14:26:43.0	2006-12-11 14:26:43.0	2	2		1	0	0	1	Find Y, any form	173
6478	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R6C2	2006-12-11 14:26:43.0	2006-12-11 14:26:52.0	2006-12-11 14:26:52.0	2006-12-11 14:26:52.0	9	9		1	0	0	1	Entering a given	257
6479	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R7C1	2006-12-11 14:26:52.0	2006-12-11 14:26:59.0	2006-12-11 14:26:59.0	2006-12-11 14:26:59.0	3.5	3.5		1	0	0	1	Entering a given	258
6480	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	R7C2	2006-12-11 14:26:52.0	2006-12-11 14:26:59.0	2006-12-11 14:26:59.0	2006-12-11 14:26:59.0	3.5	3.5		1	0	0	1	Find Y, any form	174
6481	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	YLabel	2006-12-11 14:26:59.0	2006-12-11 14:27:25.0	2006-12-11 14:27:25.0	2006-12-11 14:27:25.0	26	26		1	0	0	1	Labelling the axes	28
6482	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	YUnit	2006-12-11 14:27:25.0	2006-12-11 14:27:28.0	2006-12-11 14:27:28.0	2006-12-11 14:27:28.0	3	3		1	0	0	1		
6483	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	XLabel	2006-12-11 14:27:28.0	2006-12-11 14:27:47.0	2006-12-11 14:27:47.0	2006-12-11 14:27:47.0	19	19		1	0	0	1		
6484	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	yMax	2006-12-11 14:27:47.0	2006-12-11 14:27:59.0	2006-12-11 14:27:59.0	2006-12-11 14:27:59.0	12	12		1	0	0	1	Changing axis bounds	93
6485	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	xMax	2006-12-11 14:27:59.0	2006-12-11 14:28:04.0	2006-12-11 14:28:04.0	2006-12-11 14:28:04.0	5	5		1	0	0	1	Changing axis bounds	94
6486	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	yScale	2006-12-11 14:28:04.0	2006-12-11 14:28:08.0	2006-12-11 14:28:08.0	2006-12-11 14:29:45.0	22	22		1	0	0	5	Changing axis intervals	52
6487	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	xScale	2006-12-11 14:28:08.0	2006-12-11 14:28:10.0	2006-12-11 14:28:10.0	2006-12-11 14:28:17.0	9	9		1	0	0	3	Changing axis intervals	53
6488	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	Series1AddPoint1	2006-12-11 14:28:19.0	2006-12-11 14:28:23.0	2006-12-11 14:28:23.0	2006-12-11 14:28:23.0	4	4		1	0	0	1		
6489	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	Series1PlotPoint1	2006-12-11 14:28:23.0	2006-12-11 14:28:35.0	2006-12-11 14:29:15.0	2006-12-11 14:29:15.0	45		45	0	4	1	1	Correctly placing points	111
6490	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	Series1AddPoint2	2006-12-11 14:29:15.0	2006-12-11 14:29:16.0	2006-12-11 14:29:16.0	2006-12-11 14:29:16.0	1	1		1	0	0	1		
6491	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	Series1PlotPoint2	2006-12-11 14:29:16.0	2006-12-11 14:29:25.0	2006-12-11 14:29:25.0	2006-12-11 14:29:25.0	9	9		1	0	0	1	Correctly placing points	112
6492	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	Series1AddPoint4	2006-12-11 14:29:25.0	2006-12-11 14:29:27.0	2006-12-11 14:29:27.0	2006-12-11 14:29:27.0	2	2		1	0	0	1		
6493	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	Series1PlotPoint4	2006-12-11 14:29:27.0	2006-12-11 14:29:31.0	2006-12-11 14:29:31.0	2006-12-11 14:29:31.0	4	4		1	0	0	1	Correctly placing points	113
6494	3cjD21W	Unit CTA1_06, Section CTA1_06-3	L6FB07	1	Series1AddCurve	2006-12-11 14:29:31.0	2006-12-11 14:29:34.0	2006-12-11 14:29:34.0	2006-12-11 14:29:34.0	3	3		1	0	0	1		
